28-May-2014 22:17:53 - INFO    :: MainThread : Checking to see if the database has all tables....
28-May-2014 22:44:24 - INFO    :: Thread-13 : [Skillet] New release Invincible (2e605d77-2f3f-4a16-b37d-99b4fa33aed7) added
28-May-2014 22:44:24 - INFO    :: Thread-13 : [Skillet] Packaging Invincible releases into hybrid title
28-May-2014 22:44:24 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Invincible
28-May-2014 22:44:24 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Invincible&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:25 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Invincible&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:25 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Invincible&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:25 - INFO    :: Thread-13 : [Skillet] Now adding: Collide (New Release Group)
28-May-2014 22:44:29 - INFO    :: Thread-13 : [Skillet] New release Collide (2942ca29-7db1-493b-a0ef-e601bab92c6e) added
28-May-2014 22:44:29 - INFO    :: Thread-13 : [Skillet] New release Collide (6281f0d7-1aa6-43b1-abd9-ee0ca999fb26) added
28-May-2014 22:44:29 - INFO    :: Thread-13 : [Skillet] Packaging Collide releases into hybrid title
28-May-2014 22:44:29 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Collide
28-May-2014 22:44:29 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Collide&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:30 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Collide&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:30 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Collide&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:30 - INFO    :: Thread-13 : [Skillet] Now adding: Rise (New Release Group)
28-May-2014 22:44:31 - INFO    :: Thread-13 : [Skillet] New release Rise (46f6d2b1-4721-42a2-8f89-18cdc5098881) added
28-May-2014 22:44:31 - INFO    :: Thread-13 : [Skillet] New release Rise (723826b9-5f06-41ee-a0bd-e056c7728080) added
28-May-2014 22:44:31 - INFO    :: Thread-13 : [Skillet] New release Rise (a9cad0b7-5c60-4bb1-9802-27fcd545a769) added
28-May-2014 22:44:31 - INFO    :: Thread-13 : [Skillet] Packaging Rise releases into hybrid title
28-May-2014 22:44:32 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Rise
28-May-2014 22:44:32 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Rise&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:32 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Rise&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:32 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Rise&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:33 - INFO    :: Thread-13 : [Skillet] Now adding: iTunes Session (New Release Group)
28-May-2014 22:44:33 - INFO    :: Thread-13 : [Skillet] New release iTunes Session (c9c97f50-ed96-43e2-8439-969224732ca1) added
28-May-2014 22:44:33 - INFO    :: Thread-13 : [Skillet] Packaging iTunes Session releases into hybrid title
28-May-2014 22:44:33 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for iTunes Session
28-May-2014 22:44:33 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=iTunes+Session&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:34 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=iTunes+Session&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:34 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=iTunes+Session&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:36 - INFO    :: Thread-13 : [Skillet] Now adding: Skillet (New Release Group)
28-May-2014 22:44:37 - INFO    :: Thread-13 : [Skillet] New release Skillet (8e6eae39-faee-4787-af72-4bd9b61c7724) added
28-May-2014 22:44:37 - INFO    :: Thread-13 : [Skillet] Packaging Skillet releases into hybrid title
28-May-2014 22:44:37 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Skillet
28-May-2014 22:44:37 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Skillet&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:37 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Skillet&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:37 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Skillet&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:38 - INFO    :: Thread-13 : [Skillet] Now adding: Hey You, I Love Your Soul (New Release Group)
28-May-2014 22:44:39 - INFO    :: Thread-13 : [Skillet] New release Hey You, I Love Your Soul (32bc1026-306c-4c91-96af-3612c1319c74) added
28-May-2014 22:44:39 - INFO    :: Thread-13 : [Skillet] Packaging Hey You, I Love Your Soul releases into hybrid title
28-May-2014 22:44:39 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Hey You, I Love Your Soul
28-May-2014 22:44:39 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Hey+You%2C+I+Love+Your+Soul&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:39 - DEBUG   :: CP Server Thread-11 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Hey+You%2C+I+Love+Your+Soul&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:40 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Hey+You%2C+I+Love+Your+Soul&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:40 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Hey+You%2C+I+Love+Your+Soul&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:40 - INFO    :: Thread-13 : [Skillet] Now adding: Comatose (New Release Group)
28-May-2014 22:44:40 - DEBUG   :: CP Server Thread-11 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Hey+You%2C+I+Love+Your+Soul&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:40 - DEBUG   :: CP Server Thread-11 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Hey+You%2C+I+Love+Your+Soul&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:48 - INFO    :: Thread-13 : [Skillet] New release Comatose (cd858900-f750-4c61-a782-1603f6f5b472) added
28-May-2014 22:44:48 - INFO    :: Thread-13 : [Skillet] New release Comatose (ed3ae124-26b2-4265-85a0-fa310db5e6f2) added
28-May-2014 22:44:48 - INFO    :: Thread-13 : [Skillet] Packaging Comatose releases into hybrid title
28-May-2014 22:44:48 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Comatose
28-May-2014 22:44:48 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Comatose&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:50 - INFO    :: Thread-13 : [Skillet] Now adding: Alien Youth (New Release Group)
28-May-2014 22:44:51 - INFO    :: Thread-13 : [Skillet] New release Alien Youth (f5427ace-cca1-49a6-82cf-3222f3d3d9a6) added
28-May-2014 22:44:51 - INFO    :: Thread-13 : [Skillet] Packaging Alien Youth releases into hybrid title
28-May-2014 22:44:51 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Alien Youth
28-May-2014 22:44:51 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Alien+Youth&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:52 - DEBUG   :: CP Server Thread-9 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Alien+Youth&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:52 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Alien+Youth&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:52 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Alien+Youth&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:52 - INFO    :: Thread-13 : [Skillet] Now adding: Awake (New Release Group)
28-May-2014 22:44:53 - DEBUG   :: CP Server Thread-9 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Alien+Youth&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:53 - DEBUG   :: CP Server Thread-9 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Alien+Youth&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:54 - INFO    :: Thread-13 : [Skillet] New release Awake (50799ea1-e081-4e99-9918-35b86dd92858) added
28-May-2014 22:44:54 - INFO    :: Thread-13 : [Skillet] New release Awake (62b1e7cc-e044-43fd-adc1-12bf621c10fb) added
28-May-2014 22:44:54 - INFO    :: Thread-13 : [Skillet] New release Awake (7277b02d-1ede-488a-9718-78fe8dd01dc7) added
28-May-2014 22:44:54 - INFO    :: Thread-13 : [Skillet] New release Awake (Deluxe Version) (945b324b-855c-4f87-b11a-2bb500cdcb0d) added
28-May-2014 22:44:54 - INFO    :: Thread-13 : [Skillet] Packaging Awake releases into hybrid title
28-May-2014 22:44:54 - INFO    :: Thread-13 : [Skillet] Seeing if we need album art for Awake
28-May-2014 22:44:54 - DEBUG   :: Thread-13 : Retrieving artist information from: http://ws.audioscrobbler.com/2.0/?album=Awake&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:55 - DEBUG   :: Thread-13 : No album summary found from: http://ws.audioscrobbler.com/2.0/?album=Awake&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:55 - DEBUG   :: Thread-13 : No album infomation found from: http://ws.audioscrobbler.com/2.0/?album=Awake&format=json&api_key=690e1ed3bc00bc91804cd8f7fe5ed6d4&method=album.getInfo&artist=Skillet
28-May-2014 22:44:55 - INFO    :: Thread-13 : Seeing if we need album art for: Skillet
28-May-2014 22:44:55 - INFO    :: Thread-13 : Updating complete for: Skillet
28-May-2014 22:44:58 - INFO    :: CP Server Thread-2 : Marking d32bcbed-dd8c-3cef-9b0c-a0feccd8b64b as Wanted
28-May-2014 22:44:58 - INFO    :: CP Server Thread-2 : Searching torrents for Skillet Comatose since it was marked as wanted
28-May-2014 22:45:07 - INFO    :: CP Server Thread-2 : Parsing results from <a href="http://www.kat.ph/search/Skillet%20Comatose/?field=seeders&rss=1&sorder=desc&categories%5B0%5D=music">KAT</a>
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Found Skillet - Comatose. Size: 100.0 MB
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose(2006) is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 92627273 bytes, Seeders: 6, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet-Comatose-2006-h8m3 is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 60961763 bytes, Seeders: 2, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose (Deluxe Version) is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 93118726 bytes, Seeders: 2, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose[2006][+Covers] is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 61426202 bytes, Seeders: 1, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet-Comatose-(Deluxe_Edition)-2007-FNT is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 105195506 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - 2008 - Comatose Comes Aline-by heavensmetal is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 4419325952 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 72473012 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - 2008 - Comatose Comes Aline DVDRip MayuR is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 862498816 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose [2006].zip is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 60370075 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 62871026 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose (2006) is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 72475122 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose (2006) is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 72473012 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 80513759 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - comatose album [ by kiddoX] is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 58484076 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - 2006 - Comatose is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 40401966 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - 2008 - Comatose Comes Aline.DVDRip.MayuR is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 733882368 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - 2008 - Comatose Comes Aline-by heavensmetal -DVD is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 4419325952 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose [Merve] is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 52919439 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Skillet - Comatose is larger than the maxsize, the wrong format or has too little seeders for this category, skipping. (Size: 80847698 bytes, Seeders: 0, Format: True)
28-May-2014 22:45:08 - WARNING :: CP Server Thread-2 : Error fetching data from The Pirate Bay: <urlopen error [Errno -2] Name or service not known>
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Pre-processing result
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Found best result from Kick Ass Torrent: <a href="http://torcache.net/torrent/F1A11E5CDBAF815D2AD6C4A5D858416354478A80.torrent?title=[kickass.to]skillet.comatose">Skillet - Comatose</a> - 100.0 MB
28-May-2014 22:45:08 - INFO    :: CP Server Thread-2 : Sending torrent to Transmission
28-May-2014 22:45:10 - INFO    :: CP Server Thread-2 : Torrent sent to Transmission successfully
28-May-2014 22:45:50 - INFO    :: CP Server Thread-2 : Torrent folder name: Skillet - Comatose
28-May-2014 22:45:50 - INFO    :: CP Server Thread-2 : Search for Wanted albums complete
28-May-2014 22:53:07 - DEBUG   :: Thread-16 : Found Skillet - Comatose in torrent download folder. Verifying....
28-May-2014 22:53:07 - DEBUG   :: Thread-16 : Verifying metadata...
28-May-2014 22:53:07 - DEBUG   :: Thread-16 : Matching metadata artist: skillet with artist name: skillet
28-May-2014 22:53:07 - DEBUG   :: Thread-16 : Matching metadata album: comatose with album name: comatose
28-May-2014 22:53:07 - INFO    :: Thread-16 : Starting post-processing for: Skillet - Comatose
28-May-2014 22:53:07 - INFO    :: Thread-16 : Cleaning up files
28-May-2014 22:53:07 - INFO    :: Thread-16 : Preparing to write metadata to tracks....
28-May-2014 22:53:17 - INFO    :: Thread-16 : Beets recommendation for tagging items: RECOMMEND_STRONG
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Looking for angels.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Say goodbye.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Rebirthing.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Better than drugs.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Comatose.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Those nights.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/The older i get.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Yours to hold.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Live free or let me die.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/The last night.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Falling inside the black.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Whispers in the dark.mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Say goodbye (acoustic).mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Rebirthing (acoustic).mp3
28-May-2014 22:53:17 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/The older i get (acoustic).mp3
28-May-2014 22:53:18 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Yours to hold (acoustic).mp3
28-May-2014 22:53:18 - INFO    :: Thread-16 : Successfully applied metadata to: /root/Downloads/complete/music/Skillet - Comatose/Whispers in the dark (acoustic).mp3
28-May-2014 22:53:18 - INFO    :: Thread-16 : Renaming files
28-May-2014 22:53:18 - DEBUG   :: Thread-16 : Renaming /root/Downloads/complete/music/Skillet - Comatose/Looking for angels.mp3 ---> 11 Skillet - Comatose [2006] - Looking for Angels.mp3
